Word,Frequency
ndikukalowa,3
yatsimikizira,3
nsangala,3
chiudzu,3
inati,3
amumete,3
kutumidwa,3
ndalamatu,3
silent,3
amatumiza,3
ambirinso,3
adakula,3
amangoona,3
okhulupirika,3
vigwagwa,3
iziona,3
kuthirirapo,3
zankitsa,3
chipasupasu,3
weekend,3
chachitatu,3
sapitiriza,3
kudzikhweza,3
mswahala,3
kulandirira,3
amutulutsa,3
akacheze,3
lotuluka,3
zidamuchititsa,3
adafooka,3
akukakamiza,3
lodzanyama,3
asafike,3
nkosini,3
anowa,3
macheso,3
atayambana,3
adayambana,3
kolakwika,3
zochepetsetsa,3
chifumira,3
kwagona,3
mmipingo,3
amamenyera,3
sadalabadire,3
losangalatsa,3
posolola,3
reyneck,3
modecai,3
litulutse,3
asakhalenso,3
amavinidwa,3
amafotokozera,3
limagula,3
akapereka,3
amamutcha,3
adakokera,3
leromu,3
adzatsogolere,3
sadakhutire,3
zopusa,3
adakonda,3
osapatsidwa,3
kusonkha,3
osamba,3
bula,3
d,3
kofanana,3
sakumva,3
pamsewupo,3
pamachitika,3
ochititsa,3
zoyezera,3
otolera,3
maunde,3
angalimire,3
azikolola,3
yovomerezeka,3
zoononga,3
zogwiritsidwa,3
lachimanga,3
kutalikana,3
mapando,3
adzapikisana,3
adzakwanitse,3
imagula,3
tsabolayu,3
pokhoma,3
mazanamazana,3
peacock,3
amaonekera,3
ndikuyembekezera,3
mzimai,3
mazunzo,3
adamusangalatsa,3
ndikunenazi,3
muchitira,3
amakwanitsa,3
ziwetozo,3
sadalakwe,3
luzi,3
tsekera,3
zogulitsa,3
selector,3
chokoma,3
mamina,3
akhalapo,3
kwitanda,3
muula,3
lobadwa,3
mwamgwazo,3
ulova,3
kudutsitsa,3
magavanala,3
yaumi,3
lovota,3
virus,3
asasokoneze,3
adabalalitsa,3
akuyambitsa,3
mhura,3
chithu,3
umapeza,3
kapyepye,3
conforzi,3
adalengezanso,3
wasukulu,3
dzimbiri,3
zaimbidwa,3
magwafa,3
kunyentchera,3
sichikhala,3
otsalira,3
poyanganira,3
uzilandira,3
ndimuimbire,3
timaimbirana,3
kutchuka,3
yoonetsa,3
tikuyandikira,3
lidadza,3
ikadalipo,3
angokhala,3
zimadalira,3
mgwirizanowu,3
zitithandize,3
kusakhutira,3
lende,3
plo,3
hophmally,3
sikungakhale,3
rubella,3
achititsa,3
ndiwokhutira,3
lachipani,3
mbomawa,3
liwaganizire,3
amaopera,3
yogonana,3
atangotha,3
zidachitikanso,3
bonwel,3
zopopa,3
goliath,3
amabadwa,3
adatenganso,3
amandinena,3
nkuvomereza,3
aonjezera,3
zayenda,3
pazandale,3
sitikudziwanso,3
boyisi,3
osandigwira,3
mtchona,3
taonanso,3
akuthotha,3
adaukana,3
adamugamula,3
goba,3
yayesetsa,3
juliana,3
ikuyembekezera,3
srgdi,3
cd,3
kukanika,3
medi,3
aganizirepo,3
akutiuza,3
andithandiza,3
avute,3
adanenapo,3
pediatric,3
chidadza,3
ndazunguzika,3
ndinapezeka,3
mkokemkokewu,3
zidapezeka,3
utafika,3
chalunda,3
kuwatsimikizira,3
atagulitsa,3
populumutsa,3
imachititsa,3
oika,3
savutika,3
akadangobwera,3
wotisiyayo,3
adagamulidwa,3
mbenje,3
british,3
penipeni,3
akulonjeza,3
zidakuta,3
umaimba,3
zamba,3
mmizere,3
okamba,3
yotsiriza,3
mumazitenga,3
lingalirani,3
lidaona,3
kuweruzidwa,3
pasekondale,3
ndagulitsa,3
akumusunga,3
nchotani,3
mbeuzi,3
ndikusokonekera,3
kudatulukira,3
nditamuona,3
ndikuba,3
desmond,3
akukonda,3
kandeu,3
katani,3
umayembekezereka,3
liike,3
yamalamulo,3
ogamula,3
ndifunse,3
watchuka,3
bikoko,3
adasomphoka,3
zammbuyomu,3
nkuvula,3
sitinathe,3
nditayamba,3
mukhito,3
malopa,3
benson,3
zotsikitsitsa,3
wamavuto,3
nga,3
nursing,3
ikadzafika,3
amaonetsetsa,3
zikamayenda,3
maphwando,3
cathedral,3
kuunikiraku,3
lakusowa,3
lakhudzidwa,3
timasankha,3
mnyengoyi,3
loonetsetsa,3
chithokozo,3
mingoli,3
kudimbako,3
sadabwerere,3
mopitirira,3
chimayambitsa,3
mabilinganya,3
ndidagwirapo,3
maluzi,3
chifike,3
yogwirira,3
chitsekulidwe,3
athamangitsidwa,3
kadammanja,3
zathazi,3
cancer,3
zilimbe,3
yosavomerezeka,3
ndasewera,3
atsitsa,3
housing,3
mwagomba,3
wakonza,3
dossi,3
liwathandize,3
kapezekedwe,3
awapatse,3
likudalira,3
ziwonetserozo,3
sazengereza,3
kuwamema,3
saali,3
mmasankho,3
odzudzula,3
zimapanga,3
kuotchedwa,3
akutanthauzanji,3
wofanana,3
bomayo,3
amasintha,3
akamadutsa,3
adayesa,3
zimaika,3
kogona,3
atsindika,3
chimachokera,3
kasosedwe,3
kukwirira,3
makondomu,3
adagwiriridwa,3
amanu,3
akadati,3
zithaphwi,3
timafala,3
onyasa,3
kumakolo,3
adazolowera,3
matayala,3
pazinthu,3
yachisangalalo,3
chisangalalocho,3
anansi,3
chimchembere,3
zogona,3
ndiamene,3
tikonze,3
tizikhala,3
nkhandwe,3
lidalowa,3
ama,3
sangalole,3
amachitazo,3
tawona,3
lilongweko,3
yautsa,3
sawasawa,3
apamu,3
otetezera,3
chumacho,3
kofuna,3
makumi,3
kukapitolo,3
zimachuluka,3
mulu,3
nantindi,3
ramsey,3
amulamula,3
ozingwa,3
adachitazo,3
sichikuyenda,3
brenny,3
kuwagulitsa,3
apezerapo,3
chiwerewere,3
chidakali,3
wamkana,3
akasintha,3
mkanganowo,3
kumoto,3
lidamanga,3
adasiyira,3
ubusa,3
gumba,3
amawapatsa,3
iyinso,3
chopezera,3
kukometsa,3
waulemu,3
wodzilemekeza,3
zigwagwa,3
salinso,3
kayiwale,3
ipitiriza,3
alaliki,3
kusaweruzika,3
tikadatha,3
zofewa,3
ndikhulupilira,3
chalephera,3
kuwalimbikitsa,3
mumgwirizanowo,3
kumsonkhanoko,3
chokonza,3
wakuchimwitsa,3
azithandiza,3
chachiwisi,3
chidyaabusacho,3
rashid,3
kumasokoneza,3
adabwerako,3
bisiketi,3
tidakapeza,3
atathawa,3
sadayende,3
kabula,3
chisamani,3
likumanga,3
angofuna,3
pampingo,3
louis,3
zikuonekeratu,3
atauma,3
yojambula,3
ndinkakhala,3
amajambula,3
ndimatha,3
tidayesera,3
mdzenjemo,3
malodzawo,3
usikuwo,3
tizipita,3
unity,3
aononga,3
ongofuna,3
aunikira,3
yazachuma,3
lagwiritsira,3
chikakhala,3
wokoma,3
tilumikizane,3
tidalankhulana,3
apapatu,3
kachikondi,3
adatchulapo,3
mmisikayi,3
nkumakagulitsa,3
adatelo,3
leaders,3
adzamuvotere,3
sadabwereko,3
okongola,3
yofunikira,3
ndinamuuza,3
aliyese,3
paudindowo,3
wamvera,3
chasiya,3
nyadani,3
polisiyu,3
akakongola,3
aaron,3
consumer,3
zinyanya,3
zophera,3
kuzipatala,3
zochepetsera,3
ndimagula,3
latsala,3
buzinesi,3
anachita,3
ndikulakwa,3
ndikomwe,3
zingapindulire,3
angobwerera,3
ikuchedwa,3
kalembelayu,3
wakwiya,3
potaya,3
chinomba,3
msewuwu,3
kontilakita,3
mdooko,3
zilimo,3
mambulu,3
tidakhazikitsa,3
ichitika,3
agwirira,3
atauzidwa,3
zimatani,3
wampando,3
akamve,3
sibu,3
chadwala,3
alcohol,3
chiimirire,3
galuyo,3
ndimudziwe,3
panjinga,3
timbiri,3
apanso,3
pamakhalanso,3
ndipomwe,3
angapitirire,3
tipitirira,3
akasankhe,3
yomwera,3
zikutsatidwa,3
amugulitsa,3
anabwerera,3
otsogolera,3
liabunya,3
liyende,3
kuseli,3
sitingalole,3
divorce,3
relations,3
nzimene,3
kuwakhulupirira,3
kumuletsa,3
yosangalatsa,3
akumavala,3
tiuzeni,3
tikapeza,3
atagwa,3
asanamalize,3
mwansanga,3
yokondwa,3
aganize,3
mukukumana,3
kuchipaniko,3
zichite,3
adasinthanso,3
ndikuika,3
ecm,3
zamigodi,3
amaphika,3
tizitha,3
zobweretsa,3
zochotsera,3
osakhwima,3
kuomba,3
chisamba,3
tikuyenda,3
limalola,3
family,3
aponye,3
kuikidwa,3
woposa,3
atayirire,3
nasaka,3
care,3
zidaliri,3
pamiyoyo,3
momwenso,3
atangomwalira,3
akatolika,3
asadamwalire,3
amaunikidwa,3
amaunika,3
chiwongola,3
comes,3
mwaungulu,3
gospel,3
miyamboyo,3
akadapha,3
israel,3
angels,3
akuphika,3
asanalowe,3
nda,3
chitalowa,3
ndimanena,3
umalira,3
sindikudabwa,3
chophwanya,3
apamsewu,3
mpolisi,3
zoonongeka,3
zirombo,3
mbindikiro,3
kajoloweka,3
yasiyidwa,3
kwasonyeza,3
pochititsa,3
mabuleki,3
tipitako,3
galuanenenji,3
andiyimbire,3
chosatsatira,3
child,3
chomveka,3
chochoka,3
mzimayiyo,3
amutengera,3
naphiri,3
akuikira,3
okondana,3
anayiwo,3
mabilowo,3
wotambasula,3
asadikire,3
litapeza,3
ikachitika,3
zikusokoneza,3
oledzera,3
dalaivalayo,3
mpasula,3
woimbayu,3
paphedwa,3
amadziwiratu,3
lilani,3
kanemayo,3
engineers,3
mie,3
paine,3
adalenga,3
amitundu,3
limbikira,3
zaunzika,3
muukonde,3
goli,3
imfayi,3
malizani,3
udachita,3
chofunda,3
kuyamikira,3
kumamwa,3
amwe,3
akonzedwa,3
choma,3
sukulupo,3
udavomereza,3
lokonda,3
lidathera,3
chikosa,3
ackson,3
okhulupirira,3
adachira,3
kondwerani,3
ndipereke,3
ndinkadziwa,3
sindidachedwe,3
ndalandira,3
kulumana,3
zopewera,3
azinga,3
osinthasintha,3
akadaulowo,3
wasankhira,3
azamalamulo,3
kezzie,3
zakusowa,3
zimalankhulidwa,3
tikuvomereza,3
itheretu,3
amathamangitsa,3
molandirana,3
mkapu,3
zasonyeza,3
mawailesi,3
mumayamba,3
jeffery,3
malekano,3
ndiona,3
zabwinobwino,3
sadalowe,3
ndikamba,3
zomati,3
tetezani,3
mumadutsa,3
asamalitse,3
nzolakwika,3
patson,3
akuyesayesa,3
losiyanasiyana,3
inanso,3
patsinde,3
loimba,3
akusintha,3
wosangalatsidwa,3
wabanja,3
othamangitsa,3
kumemeza,3
adzatenga,3
kufesa,3
akulimbikira,3
aangonoangono,3
sufuka,3
pikitipikiti,3
mbakuwaku,3
grezelder,3
sizikukhudzana,3
yaononga,3
mizikiti,3
mmd,3
asunge,3
kukupa,3
amatipatsa,3
yogwiririra,3
adasamutsidwa,3
khilisimasi,3
zazifupi,3
azisamba,3
idayamikira,3
lachisankho,3
adabuka,3
chapamwamba,3
alinafe,3
sizikusintha,3
zamtopola,3
nkutaya,3
osabwera,3
udafika,3
zidamera,3
zgambo,3
mwaukadaulo,3
nkuthandizana,3
chilichose,3
waluso,3
choyendera,3
adandiitana,3
upitirire,3
usumani,3
azengedwe,3
masiye,3
lalowa,3
akudzetsa,3
mchewa,3
kudzaonera,3
nkhumanoyo,3
mosadziwika,3
zikapsa,3
adasankhanso,3
masukulu,3
osachita,3
modekha,3
zasekondale,3
zophunzirira,3
mtaunimu,3
kufunda,3
ambulera,3
kuzengedwa,3
zodzipha,3
wangayu,3
mwachikondi,3
muwauze,3
wadzawoneni,3
save,3
motheratu,3
papita,3
yakhumudwitsa,3
goodson,3
yafala,3
munzindawu,3
idamanga,3
wangothawu,3
leonard,3
ndikuyamika,3
achifundo,3
akugwidwa,3
tizidya,3
amamufuna,3
ndachotsa,3
mwamva,3
avote,3
zaukwati,3
tikuimbirana,3
osalekeza,3
amukwatire,3
adabutsa,3
kwatunthu,3
pelesenti,3
mtedzawo,3
kausiwa,3
chiunda,3
amasuta,3
adaimirira,3
amaseka,3
ojambula,3
adathandizira,3
nzokoma,3
kamangira,3
podziwitsa,3
amadziwira,3
akuyeneranso,3
wamawawu,3
chongofika,3
madontho,3
mongotaya,3
akuseka,3
haggar,3
tikusowa,3
sangapereke,3
njengunje,3
loperewera,3
chikafika,3
zidati,3
mpala,3
kamtengo,3
tikuyendera,3
makhwawa,3
mkumano,3
kudzanongoneza,3
posatengere,3
amachepetsa,3
azimwa,3
titapita,3
ndimafunitsitsa,3
ndiyoti,3
anunkhadala,3
amaononga,3
amasokonezeka,3
england,3
nkuchita,3
pochepetsa,3
othiririra,3
asayine,3
konseku,3
top,3
kulekezera,3
chikhomo,3
nzotani,3
ndizichita,3
zachizungu,3
nzosadabwitsa,3
umafunika,3
nthulayo,3
acheze,3
umadziwika,3
anyezi,3
tikamachita,3
mukuoneka,3
ogulitsira,3
kuvomerezedwa,3
sakulemekeza,3
tikutanthauza,3
sazilipira,3
kapindu,3
yakumana,3
zikukhumudwitsa,3
zikundipatsa,3
ndikujambula,3
wogonja,3
woimbira,3
zipezeke,3
mchimbale,3
nkhupakupa,3
kuzera,3
chakasakaniza,3
ndikulingalira,3
mbina,3
thengenenge,3
nyimbozi,3
sangatule,3
kumupempha,3
kalibu,3
tisiye,3
akapolo,3
adzakhazikitsa,3
achisodzera,3
akupemphetsa,3
opempha,3
auspicious,3
mpoyamba,3
chikubwera,3
mulipo,3
litatha,3
mzinthu,3
ukuchitikira,3
mkholamo,3
sadaphunzirepo,3
chopita,3
kwayala,3
mmanifesto,3
chrispine,3
wathana,3
franco,3
akavote,3
cmst,3
akhutira,3
zimakonda,3
chidzaonetsetsa,3
chikalamba,3
tikafike,3
kukuseweretsa,3
opepera,3
umagwa,3
tiwonge,3
pamela,3
levulo,3
adzakumana,3
motsagana,3
azilimbikitsa,3
wagundika,3
aike,3
kwapezeka,3
kuumitsa,3
sapereka,3
mgonagona,3
athirapo,3
kumacheza,3
ndidayendera,3
adatilonjeza,3
adalembetsera,3
associated,3
chiotha,3
ndidadabwa,3
mjigowu,3
zofiira,3
mmadzimo,3
loyera,3
kuphweka,3
timakwera,3
chapanga,3
zizipeza,3
imaikira,3
mtedzawu,3
tidzakwatirana,3
akuchulutsa,3
limandi,3
wachitira,3
chimbudzicho,3
lidakwana,3
adziwike,3
achuma,3
alange,3
ayendera,3
afike,3
kumabwera,3
kutengana,3
adagamula,3
amakopa,3
popititsa,3
leniya,3
adakachita,3
umathandiza,3
adaliponso,3
alungalunga,3
obrigado,3
adaonana,3
kuzilala,3
akagule,3
zodandaula,3
mwakumana,3
makalani,3
ndimaonetsetsa,3
maderawa,3
amanenera,3
kumayambiliro,3
chokhacho,3
amaloledwa,3
zozimitsira,3
asamafe,3
loponya,3
sadapatsidwe,3
akumba,3
mitsutsoyo,3
mzipata,3
taimitsa,3
osaonetsa,3
muthali,3
akangokambirana,3
kamwedwe,3
chimayambira,3
chokweza,3
nzachiyani,3
chipojola,3
ndikubzala,3
ntchochi,3
mhrc,3
manifesitowo,3
maiyo,3
owala,3
chinyezichi,3
khamula,3
ndimadyetsera,3
chogula,3
eissenhower,3
ndimangomva,3
nya,3
chilembo,3
zasasuka,3
ndiyomwe,3
yakokoloka,3
nkoola,3
kutonola,3
mungaloze,3
mbira,3
sadakolole,3
mndani,3
ola,3
afikira,3
ankatsogolera,3
nixon,3
thapsa,3
kudzathandiza,3
chigwirizano,3
nanjinanji,3
caf,3
kumenekotu,3
amatsegulira,3
malingunde,3
nkando,3
oyipa,3
ukukambirana,3
jailosi,3
mfutso,3
olakwiridwa,3
aphunzitsiwo,3
mumachokera,3
akuonjezera,2
kumapazi,2
timitengo,2
kotseka,2
mumaliza,2
yamwalira,2
kupemphetsa,2
adapezekanso,2
wfp,2
kayinga,2
mwamaso,2
wadzitho,2
nkumasowa,2
tikutulutsa,2
polunjika,2
imafa,2
adamuthandiza,2
saganiza,2
akumupatsa,2
titumize,2
akumakhapa,2
chikumafika,2
nyandule,2
akasokoneze,2
siyenera,2
akaziunike,2
ikugulitsa,2
ipeze,2
zalonjeza,2
kutoleza,2
mukamaliza,2
akhapidwa,2
mudziwu,2
sadatule,2
adzasintha,2
kupangidwa,2
akaikidwe,2
osatheka,2
lamyayo,2
zikavute,2
mumawerengera,2
kutionetsa,2
kumira,2
mugwa,2
achibwana,2
ndilili,2
df,2
mzikiti,2
kilo,2
aphulepo,2
mthini,2
yotamandika,2
kupezera,2
tiike,2
mukukumba,2
kuphangira,2
ndidalakwitsa,2
uwume,2
kulumala,2
sangasiye,2
pachikondi,2
chatulutsa,2
ndikumwa,2
ndinkamufunsira,2
nkumayembekeza,2
panowu,2
mwakale,2
ulonda,2
amawasiya,2
chikapwa,2
umacheza,2
wokaonekera,2
siyachilendo,2
nkumatha,2
kubwela,2
daddy,2
litayankha,2
usiye,2
idaumbudza,2
akusautsa,2
aume,2
tachokera,2
italemba,2
tinkanena,2
msiizi,2
amamukaniza,2
asakwatiwe,2
umaonetsa,2
ungozivomereza,2
adaberekapo,2
zinasintha,2
limba,2
wokukondani,2
mudaberekapo,2
usada,2
udzavale,2
sadapitire,2
eds,2
angalankhule,2
ndikapeza,2
kungotha,2
chabunya,2
ukulowera,2
nkuwonetsetsa,2
adanditsina,2
amaomba,2
chikuchokera,2
wagonayu,2
misuku,2
ndadziwa,2
chatenga,2
chikulowa,2
zikukayikitsa,2
asimbe,2
chowasunga,2
melekiyasi,2
yozinga,2
kumabweretsa,2
amamangika,2
ganiza,2
zakati,2
sakukufunanso,2
akuponya,2
lk,2
sadavute,2
amagonera,2
wavekedwa,2
nditsate,2
sitiona,2
douglas,2
mziha,2
lilowe,2
ziwembu,2
oopseza,2
osungiramo,2
yoyembekezera,2
ziguduli,2
umapita,2
atalichotsa,2
younguza,2
polankhulana,2
zowalipira,2
kuchokere,2
madokotalawa,2
ulemba,2
silikulembanso,2
lasemphanitsa,2
lopeweka,2
kalimanjira,2
nkumadikira,2
mkhupera,2
sililemba,2
akanyanyala,2
ulimiwo,2
ukazingwa,2
investment,2
komano,2
makulidwe,2
zazikazi,2
mamililita,2
ikayambika,2
mgomba,2
ikupitilira,2
sitikukondwa,2
tikufotokozera,2
ingokhala,2
kafwafwa,2
ndathandiza,2
zikadathandiza,2
akutitu,2
kukakonza,2
ofukula,2
akukhoma,2
utsekedwe,2
chinzakecho,2
chitukula,2
ikangofika,2
ndiwokhumudwa,2
adamuika,2
tidangolandira,2
kokanizana,2
pb,2
angafunire,2
mgona,2
edgar,2
kumulipira,2
kukaonetsa,2
ndilankhula,2
lidangokhala,2
ndafuna,2
wamoto,2
tadandaula,2
kalipo,2
ligwiritsa,2
lidatseka,2
ukuchitika,2
sangawine,2
makhwala,2
famers,2
amatisiya,2
amatsogola,2
ulimbe,2
akutauni,2
potambasula,2
nsinjiro,2
mumapezeka,2
mtandire,2
wotukwana,2
kakuchepa,2
wapangitsa,2
posonyeza,2
imatsika,2
mmikwasa,2
mizele,2
kungofuna,2
yokalamba,2
kutchula,2
zidzolo,2
tasowa,2
chimakhulupirira,2
wololedwa,2
sitidakolole,2
chichita,2
ndamaliza,2
yofotokoza,2
chikalowa,2
domwe,2
nkugwa,2
asakutayitse,2
chipwirikitichi,2
asamapite,2
sitikondwera,2
sadamenye,2
ukakhwima,2
chikutsatira,2
kuwapezera,2
usafe,2
lungisani,2
mpiro,2
umunawo,2
chipolopolo,2
wobadwayo,2
ponyamula,2
lilimbikitse,2
pokanika,2
likulira,2
chakuchepa,2
ntchino,2
zonona,2
akatithawa,2
madotokotalawa,2
kukumbutsa,2
tikagulitsa,2
potitu,2
tikugulitsa,2
yotchipa,2
zichokera,2
adotolowa,2
odzakhala,2
angasungire,2
akathe,2
zikumavuta,2
nloti,2
moononga,2
ndimathira,2
itangoti,2
wamiseche,2
nkumwa,2
osapanga,2
kukukolezera,2
madrid,2
dz,2
sitidamve,2
sindidanene,2
silichita,2
angawathandizire,2
girls,2
senegal,2
atakwapula,2
azikaona,2
mngalande,2
moyambirira,2
ndikanakhala,2
adandaule,2
adzetsa,2
firearms,2
mikondo,2
potanthauzira,2
tathandiza,2
chimasonyeza,2
muchitenji,2
yotchinga,2
idaikidwanso,2
lanthu,2
ltd,2
ndapha,2
petros,2
chichitikire,2
kawodzera,2
sakuopa,2
akutiphunzitsa,2
namadingo,2
nyatwa,2
othana,2
ndikupempheni,2
azikanena,2
akachitidwa,2
kuchidikiriro,2
ayandikira,2
wokhudzana,2
lambat,2
akuleredwa,2
salipira,2
ndigwire,2
izizi,2
yavutira,2
penanso,2
chausa,2
ndichoti,2
amanganja,2
ipha,2
wazitaya,2
sikoyenera,2
lipitirira,2
ahmed,2
tayambiratu,2
titabwerera,2
kuzika,2
uchimo,2
watulukira,2
nditakwaniritsa,2
aulesi,2
ndichitire,2
zidazi,2
atabwerako,2
zanuzo,2
ikamapita,2
pamakina,2
pandawala,2
chinachi,2
zig,2
lodyera,2
wolusa,2
moves,2
chitani,2
aonekere,2
chimatenga,2
ndikukhulupilira,2
akadzapanda,2
akhalirane,2
mosapeneka,2
machezawa,2
mfana,2
kuchulukwa,2
mwachizolowezi,2
minga,2
chikoleka,2
chonyaditsa,2
zawavuta,2
cholapitsa,2
tizionetsetsa,2
sakulankhula,2
siliyankha,2
chinyamachi,2
udzavala,2
yathuyi,2
zotsalazo,2
zuze,2
ukutulutsa,2
akutchuka,2
mg,2
timakolola,2
yagawidwa,2
rap,2
zimagwiridwa,2
zimasiyana,2
tidapatsidwa,2
sakukambapo,2
lingakumane,2
sizidatuluke,2
lincoln,2
j,2
famine,2
warning,2
systems,2
adalumbirira,2
likuphunzitsa,2
ziiii,2
zidachitikira,2
govati,2
likulengeza,2
tsangano,2
adzaonetsetse,2
amuthira,2
tidayambira,2
kutayidwa,2
kumufikira,2
wotsogola,2
wolima,2
tasowana,2
zikutsimikiza,2
zopititsira,2
tidapitira,2
misamuko,2
wapalamula,2
life,2
amakufunsa,2
silikupanga,2
wofupa,2
kungolankhula,2
kuikonza,2
iyambanso,2
amachedwa,2
hp,2
itimu,2
semifainolo,2
adamutulutsa,2
semifayinolo,2
yachotsa,2
msinje,2
sadawapeze,2
amavomereza,2
atatsinidwa,2
akuchimunawo,2
zimalimbikitsa,2
mcj,2
kotere,2
idachapa,2
zimakolezera,2
kudana,2
tsala,2
adatitumizira,2
kumpandako,2
kuwapatsira,2
chisilikali,2
ndimathothola,2
kungopita,2
amdziko,2
opemphetsawo,2
zilema,2
kuzolowera,2
tipambane,2
itapuntha,2
anakumana,2
kayakaya,2
apulumuka,2
cooker,2
adadziwika,2
akulankhulapo,2
azamaphunziro,2
opalamula,2
idayenera,2
muunikeni,2
atangotuluka,2
kudwalika,2
mukhozanso,2
chibonga,2
adwala,2
advocacy,2
athandizidwa,2
kumawathandiza,2
kuvoteredwa,2
haa,2
kachitatu,2
sitingakhale,2
poizoniyu,2
kudandaulira,2
osapotera,2
akukwaniritsa,2
watchito,2
mind,2
tikusunga,2
kuyamika,2
nsupa,2
amupezera,2
poopseza,2
yachinsinsi,2
wadzionongera,2
limalengeza,2
environmental,2
mutalowa,2
ikusintha,2
kupenyetsetsa,2
chirazulu,2
idakhudza,2
kusokonezeka,2
mwapendapenda,2
sizidaoneke,2
asathawe,2
buffalo,2
owaimilira,2
panyuzipepala,2
kulumbiritsidwa,2
padachitika,2
likuonetsa,2
muthewera,2
mbaula,2
mpiru,2
pamaoneka,2
abwam,2
usadabwere,2
yodziwa,2
ambirife,2
adakadziwitsa,2
yoipayo,2
wakhalira,2
zichitikabe,2
igwira,2
angaphe,2
ndikuwapatsa,2
akudzanso,2
wagamulidwa,2
lidzapereke,2
amachitikira,2
wauzidwa,2
amusankhe,2
ndidakakonda,2
atengedwe,2
pothyola,2
kutenganso,2
winaso,2
zikukamba,2
resilience,2
mbowela,2
wachilimwe,2
enhancing,2
mumutani,2
yopinda,2
tikhalanso,2
zikuyembekezeka,2
sitivutika,2
ngwachisawawa,2
tikaona,2
tanga,2
wosapereka,2
likubwerali,2
wophunzirayo,2
willy,2
ikutchedwa,2
potentha,2
watentha,2
pakhothi,2
zimapatsidwa,2
zikutengera,2
posamba,2
mabwalowa,2
sheheyu,2
zofolera,2
kachikondo,2
silikulabadira,2
kungapitirire,2
sangapitirire,2
ozunza,2
ikukana,2
kulibeko,2
ulele,2
yotsimikiza,2
sizitengera,2
ikukaniza,2
wosewerayu,2
akupulumukira,2
pasikelo,2
kukapitirira,2
bester,2
mumbiri,2
akuitanira,2
kumavuto,2
utakhala,2
zitokosi,2
sakusamala,2
rodwell,2
akuberedwa,2
udakokoloka,2
mlathowo,2
umalumikiza,2
athawe,2
zosatha,2
nkumaseka,2
amandiunjirira,2
idamukulira,2
ndikadziongola,2
udabadwa,2
museweromo,2
limaonetsedwa,2
liyembekezere,2
kukabisala,2
lidakhudzidwa,2
nginde,2
ndikamalira,2
akukuwa,2
ndingati,2
zopumira,2
msasapo,2
kuderako,2
mumayembekezera,2
zidayambiranso,2
likuletsa,2
ukusowekera,2
pangozizo,2
kulibenso,2
nyusi,2
nkosiyana,2
asadakonzeke,2
wofunsa,2
chilowamatambe,2
wotsanzikana,2
wadi,2
manyamulidwe,2
ogwetsa,2
atayankha,2
innovation,2
aulule,2
ndiyomweyi,2
atsata,2
atambasule,2
kamiyala,2
ungatani,2
samaonetsa,2
obalalika,2
wawowo,2
ndimukwatire,2
zikayamba,2
kabanza,2
kachuma,2
kukapha,2
mangombe,2
yodabwitsa,2
mosaona,2
yogawira,2
asayankhe,2
zamayendedwe,2
zithandize,2
adzazunzika,2
adathamangitsidwa,2
lipitiriza,2
mukadya,2
mwandimenya,2
kuwamenya,2
practices,2
obisala,2
collins,2
inkatchedwa,2
sungakhale,2
liunike,2
kungachitike,2
mawofesi,2
amagawana,2
kalowekamo,2
atadulidwa,2
adamvetsetsa,2
kukafunsira,2
chimaperekedwa,2
tebulo,2
kudzafuna,2
akhozadi,2
lizizenga,2
asathamange,2
zimaperekedwa,2
kunotu,2
mapala,2
ikwaniritse,2
kuzunzika,2
ikumva,2
kukatamuka,2
yagula,2
tikapereka,2
akukanganirana,2
titamuuza,2
ikuyendetsedwa,2
onona,2
kawere,2
kukamagwa,2
akondana,2
watsegulidwa,2
katumbi,2
ilomba,2
magulupuwa,2
chidakhala,2
mahmudu,2
maun,2
cosmadfr,2
umakoma,2
wachuma,2
forest,2
mumsikamu,2
lotukula,2
nkumayembekezera,2
abortions,2
sikwese,2
yalu,2
chisaonekere,2
zavutanso,2
ayera,2
petupetu,2
atatsogolera,2
adamulanda,2
wozindikiritsa,2
nao,2
adakhalako,2
kudasokoneza,2
samaloledwa,2
lakuda,2
wabwinobwino,2
kofunika,2
mutapita,2
museum,2
adzakuuzani,2
kufufuzako,2
mpiringidza,2
mudzaone,2
poly,2
ndimadikira,2
kukatengera,2
amangolola,2
idakayendera,2
gayighaye,2
gabadihno,2
tikabzale,2
tendene,2
ndimasakaniza,2
zizikula,2
udakwera,2
chisayende,2
atagonana,2
ndikuyendetsa,2
akupukusa,2
sizitithandiza,2
chibadwa,2
kalero,2
akuwauza,2
wazipani,2
ndalezi,2
zodzudzula,2
ndivine,2
angadziwe,2
kuchigwiritsa,2
limaphunzitsa,2
zitengera,2
amupempha,2
lifike,2
eyatu,2
wosachedwa,2
chinganingani,2
ndilimo,2
mumafilimi,2
ndidadziwika,2
liaison,2
zidzifika,2
idakanika,2
azivina,2
akuphunzirabe,2
adasungidwa,2
zausinganga,2
ndimapangadi,2
mengwe,2
akusowekera,2
kwawowa,2
zindondo,2
mseweroli,2
ndiyesere,2
ndidadzipereka,2
ankakajambula,2
musewero,2
ndinkapanganso,2
pachikondwerero,2
ndimapatsidwa,2
zakhudzidwa,2
tidangowona,2
zakudza,2
pangotha,2
ndidadzala,2
kundipatsa,2
udadzala,2
udakhudzidwa,2
ndinkalembedwa,2
